step,rtt_ms
0,353.76106668263674
1,32.901374623179436
2,32.68185071647167
3,33.24426058679819
4,35.40461976081133
5,42.397080920636654
6,33.67923013865948
7,35.77791340649128
8,33.81959442049265
9,36.73589788377285
10,37.683142349123955
11,37.8468306735158
12,33.58128573745489
13,35.04936117678881
14,33.51466078311205
15,33.3257457241416
16,34.73344724625349
17,35.24952754378319
18,34.787558019161224
19,35.205574706196785
20,35.92779580503702
21,34.57640949636698
22,34.06544867902994
23,34.66240223497152
24,34.01364013552666
25,34.06618908047676
26,34.881033934652805
27,33.69605261832476
28,34.168822690844536
29,34.25127826631069
30,34.78274866938591
31,33.398532308638096
32,33.22848118841648
33,34.130760468542576
34,34.51188933104277
35,35.11518519371748
36,34.89266615360975
37,35.03604605793953
38,34.55987945199013
39,34.289670176804066
40,34.228104166686535
41,33.81624910980463
42,35.110034979879856
43,34.84786208719015
44,34.25441402941942
45,33.57620723545551
46,33.52363687008619
47,33.963085152208805
48,34.66851357370615
49,34.60662625730038
50,34.150587394833565
51,34.71146523952484
52,34.611946903169155
53,34.82774365693331
54,34.3678267672658
55,36.66589595377445
56,33.37438590824604
57,34.02952942997217
58,34.129888750612736
59,33.3037031814456
60,33.571356907486916
61,34.34893116354942
62,34.154776483774185
63,32.95372426509857
64,32.78506454080343
65,34.160297363996506
66,33.42683520168066
67,33.33741705864668
68,32.61876292526722
69,32.57571067661047
70,32.62840025126934
71,33.28801319003105
72,32.4491523206234
73,33.52680243551731
74,32.27137867361307
75,32.47885871678591
76,32.48332813382149
77,32.54046477377415
78,32.95719996094704
79,32.29426220059395
80,31.990970484912395
81,32.64348953962326
82,33.06307923048735
83,32.84377697855234
84,32.98182599246502
85,33.263457007706165
86,32.62749873101711
87,33.416274935007095
88,33.91978330910206
89,32.30939991772175
90,32.82361850142479
91,33.69965963065624
92,32.27434400469065
93,32.688574865460396
94,33.840373158454895
95,33.22023618966341
96,33.46958477050066
97,33.593268133699894
98,34.90361571311951
99,32.84616116434336
100,33.26440881937742
101,33.15789811313152
102,33.88885501772165
103,34.35859922319651
104,33.87323673814535
105,33.510733395814896
106,33.65711867809296
107,32.97223802655935
108,35.725414752960205
109,34.25903245806694
110,34.43615511059761
111,31.915558502078056
112,33.57226960361004
113,33.19466765969992
114,33.299184404313564
115,33.261784352362156
116,40.46394024044275
117,33.19239430129528
118,33.4719093516469
119,32.990033738315105
120,32.99239743500948
121,35.48367973417044
122,36.77763603627682
123,38.67810592055321
124,37.26620692759752
125,38.83340861648321
126,39.3252857029438
127,38.76236453652382
128,39.51028361916542
129,39.48182053864002
130,39.09772727638483
131,40.4330724850297
132,39.79153465479612
133,41.045346297323704
134,40.65854661166668
135,40.36038555204868
136,42.10125468671322
137,41.195728816092014
138,42.45857801288366
139,43.38429216295481
140,42.18886885792017
141,42.93674882501364
142,42.03911777585745
143,42.33348276466131
144,42.91385505348444
145,42.97561012208462
146,42.802244424819946
147,43.5433704406023
148,43.85713208466768
149,43.28434355556965
150,42.50480514019728
151,43.057966977357864
152,41.97412542998791
153,42.65901539474726
154,43.908788822591305
155,42.72860661149025
156,43.4849513694644
157,43.51076018065214
158,43.00109948962927
159,42.82489698380232
160,43.47593430429697
161,41.8930621817708
162,41.76361858844757
163,43.20955276489258
164,42.59740933775902
165,42.42432303726673
