step,rtt_ms
0,354.2750747874379
1,38.963329046964645
2,40.006483905017376
3,39.54951465129852
4,40.35826772451401
5,40.667309425771236
6,40.8032163977623
7,39.08488806337118
8,38.927831687033176
9,41.89629387110472
10,43.925016187131405
11,43.74838247895241
12,41.69282130897045
13,41.494366712868214
14,42.761233635246754
15,40.84476362913847
16,40.80267529934645
17,41.13607294857502
18,41.29355866461992
19,41.01269040256739
20,41.848394088447094
21,40.58193787932396
22,40.19054118543863
23,40.6742924824357
24,42.09068138152361
25,43.33221912384033
26,40.690372698009014
27,40.78438971191645
28,40.2520764619112
29,39.59093149751425
30,39.31829798966646
31,40.02919886261225
32,41.9656652957201
33,42.60137304663658
34,41.59855470061302
35,41.06712155044079
36,40.059794671833515
37,42.678567580878735
38,41.44853074103594
39,41.12278763204813
40,39.74827844649553
41,41.53962153941393
42,40.336306206882
43,42.527914978563786
44,40.15146754682064
45,42.20100864768028
46,40.16669653356075
47,42.67964046448469
48,41.50209203362465
49,42.20106825232506
50,41.4182348176837
51,40.58770928531885
52,41.4183447137475
53,41.43660794943571
54,40.9845570102334
55,41.32246319204569
56,41.729921475052834
57,41.673846542835236
58,41.06509778648615
59,49.22155383974314
60,43.37066225707531
61,40.49001540988684
62,40.941244922578335
63,44.37119700014591
64,42.40702744573355
65,43.60907059162855
66,41.11397918313742
67,40.58889113366604
68,39.648148231208324
69,39.25247397273779
70,38.879371248185635
71,39.730314165353775
72,40.49262031912804
73,39.41509127616882
74,42.6442539319396
75,42.899965308606625
76,43.01505163311958
77,42.977672070264816
78,43.63986849784851
79,42.43564140051603
80,42.44376625865698
81,40.62287509441376
82,41.81329905986786
83,42.821125127375126
84,42.17654187232256
85,42.379746213555336
86,40.0279751047492
87,42.09890589118004
88,41.530365124344826
89,39.94779475033283
90,40.80999828875065
91,42.45140962302685
92,41.12324770539999
93,39.97175861150026
94,41.47347714751959
95,41.40901658684015
96,40.23414384573698
97,41.34617745876312
98,43.20284631103277
99,41.648888029158115
100,41.45584534853697
101,40.44571239501238
102,40.892683900892735
103,40.334141813218594
104,42.22009424120188
105,40.58202914893627
106,43.09373069554567
107,42.69612114876509
108,43.81405748426914
109,46.143355779349804
110,48.13037812709808
111,48.600063659250736
112,49.27866254001856
113,47.171191312372684
114,49.05548132956028
115,49.616096541285515
116,49.903699196875095
117,48.569535836577415
118,48.609040677547455
119,49.972107633948326
120,50.42013246566057
121,49.42618031054735
122,50.22298917174339
123,49.69566687941551
124,50.71835406124592
125,51.21737439185381
126,51.87468137592077
127,52.12807934731245
128,52.709465846419334
129,54.44276053458452
130,56.915346533060074
131,59.45377890020609
132,58.270860463380814
133,64.91385586559772
134,56.88488110899925
135,56.4746567979455
136,55.48520386219025
137,53.849522955715656
138,54.76601980626583
139,54.206245578825474
140,55.8752678334713
141,55.07959984242916
142,55.16650341451168
143,56.27995077520609
144,55.178506299853325
145,54.80228736996651
146,54.19493280351162
147,53.1204491853714
148,53.31623833626509
149,54.25141006708145
150,52.91583389043808
151,52.257533185184
152,52.1598095074296
153,52.73567512631416
154,51.55608244240284
155,49.75125193595886
156,48.86317811906338
157,48.20740222930908
158,46.76963575184345
159,47.65085503458977
160,47.54806216806173
161,46.931250020861626
162,51.759885624051094
163,48.67130797356367
164,46.68267257511616
165,46.89822718501091
166,48.836588859558105
167,48.43638464808464
168,47.855069860816
169,48.513961024582386
170,49.4515486061573
171,49.187639728188515
172,49.19380135834217
173,48.275270499289036
174,49.57143310457468
175,48.280191607773304
176,47.9727927595377
177,47.73665685206652
178,48.50245080888271
179,48.958127386868
180,50.74357055127621
181,48.55594038963318
182,48.62619284540415
183,49.263824708759785
184,50.074842758476734
185,51.10943038016558
186,50.88525824248791
187,50.43395794928074
188,51.31980590522289
189,50.523276440799236
190,49.75073039531708
191,50.946793518960476
192,51.923563703894615
193,51.12980864942074
194,50.66401232033968
195,50.988382659852505
196,52.831594832241535
197,51.11098475754261
198,50.6726186722517
199,51.44623480737209
200,51.45103391259909
201,51.1617586016655
202,51.59195978194475
203,50.68731587380171
204,52.42504831403494
205,51.576961763203144
206,52.79355309903622
207,52.628012374043465
208,51.55284609645605
209,52.78855375945568
210,51.1650862172246
211,51.13786365836859
212,52.50841565430164
213,53.19762323051691
214,51.74160189926624
215,51.07624735683203
216,50.3511019051075
217,50.78027117997408
218,50.608037039637566
219,51.02848820388317
220,51.08784977346659
221,55.82856107503176
222,52.39717569202185
223,52.99343075603247
224,53.085774183273315
225,54.27543446421623
226,53.43750678002834
227,52.24672332406044
228,51.03869829326868
229,51.59394349902868
230,51.3002909719944
231,51.12570244818926
232,51.33706983178854
233,50.34209601581097
234,50.1998970285058
235,50.03867391496897
236,49.793822690844536
237,49.985392950475216
238,50.70183239877224
239,50.67401006817818
240,50.365518778562546
241,50.10354612022638
242,49.31320808827877
243,50.054213963449
244,49.998569302260876
245,50.46497657895088
246,50.03200098872185
247,48.69162570685148
248,49.086591228842735
249,49.35937374830246
250,49.35469478368759
251,49.10581652075052
252,49.890574999153614
253,48.913223668932915
254,48.37685450911522
255,48.34206774830818
256,48.05035889148712
257,48.534310422837734
258,48.3805313706398
259,48.615554347634315
260,48.09392150491476
261,47.5394856184721
262,48.38079959154129
263,48.32966439425945
264,48.06312266737223
265,46.86510656028986
266,48.002748750150204
267,49.38024282455444
268,48.61840792000294
269,47.90869262069464
270,47.49159514904022
271,47.97235131263733
272,48.000975511968136
273,47.73580655455589
